system:time_start,B1,B2,B1_interpolate,B2_interpolate
2000-02-28,0.7659,0.7123,0.7659,0.7123
2000-02-29,0.7943,0.7347,0.7943,0.7347
2000-03-01,0.7165,0.648,0.7165,0.648
2000-03-02,,,0.71895,0.65065
2000-03-03,0.7214,0.6533,0.7214,0.6533
2000-03-04,,,0.7377199999999999,0.66533
2000-03-05,,,0.75105,0.6759999999999999
2000-03-06,,,0.76822,0.6975
2000-03-07,0.7807,0.6987,0.7807,0.6987
2000-03-08,,,0.78955,0.7194
2000-03-09,0.7984,0.7401,0.7984,0.7401
2000-03-10,,,0.7929499999999999,0.7240000000000001
2000-03-11,,,0.7909,0.7125
2000-03-12,0.7909,0.7125,0.7909,0.7125
2000-03-13,,,0.7827500000000001,0.70975
2000-03-14,0.7746,0.707,0.7746,0.707
2000-03-15,,,0.7746,0.707
2000-03-16,,,0.7507999999999999,0.67575
2000-03-17,0.727,0.6445,0.727,0.6445
2000-03-18,,,0.7699166666666667,0.6956388888888889
2000-03-19,,,0.7693,0.69225
2000-03-20,,,0.7693,0.69225
2000-03-21,,,0.7693,0.69225
2000-03-22,,,0.7753833333333333,0.6985499999999999
2000-03-23,0.8116,0.74,0.8116,0.74
2000-03-24,,,0.7732,0.6966
2000-03-25,0.7348,0.6532,0.7348,0.6532
2000-03-26,,,0.78625,0.7097
2000-03-27,0.8377,0.7662,0.8377,0.7662
2000-03-28,,,0.8408,0.7706
2000-03-29,0.8439,0.775,0.8439,0.775
2000-03-30,,,0.8175,0.74695
2000-03-31,0.7911,0.7189,0.7911,0.7189
2000-04-01,0.9013,0.8447,0.9013,0.8447
2000-04-02,,,0.8455,0.7767
2000-04-03,,,0.8734,0.8107
2000-04-04,,,0.8557,0.7858
2000-04-05,0.8455,0.7767,0.8455,0.7767
2000-04-06,0.8557,0.7858,0.8557,0.7858
2000-04-07,,,0.85175,0.77905
2000-04-08,0.8478,0.7723,0.8478,0.7723
2000-04-09,,,0.8522000000000001,0.78235
2000-04-10,0.8566,0.7924,0.8566,0.7924
2000-04-11,,,0.8524777056277056,0.7834651515151514
2000-04-12,,,0.8534,0.7859
2000-04-13,,,0.8540666666666668,0.7868833333333333
2000-04-14,,,0.8534,0.7859
2000-04-15,,,0.8534380952380952,0.7849333333333333
2000-04-16,,,0.8534,0.7859
2000-04-17,0.8534,0.7859,0.8534,0.7859
2000-04-18,0.8384,0.7653,0.8384,0.7653
2000-04-19,,,0.8522000000000001,0.78115
2000-04-20,0.866,0.797,0.866,0.797
2000-04-21,0.838,0.7674,0.838,0.7674
2000-04-22,,,0.8495714285714286,0.7799333333333334
2000-04-23,,,0.8469428571428573,0.7787166666666667
2000-04-24,,,0.8405,0.7781
2000-04-25,,,0.8530000000000001,0.7839666666666667
2000-04-26,,,0.8530000000000001,0.7839666666666667
2000-04-27,,,0.8599175324675324,0.7892727272727273
2000-04-28,0.8405,0.7781,0.8405,0.7781
2000-04-29,0.8805,0.8064,0.8805,0.8064
2000-04-30,,,0.87625,0.80185
2000-05-01,0.872,0.7973,0.872,0.7973
2000-05-02,,,0.8792,0.8030999999999999
2000-05-03,,,0.8792,0.8030999999999999
2000-05-04,,,0.8759,0.8030999999999999
2000-05-05,0.8864,0.8089,0.8864,0.8089
2000-05-06,0.8736,0.7998,0.8736,0.7998
2000-05-07,,,0.8759,0.80525
2000-05-08,0.8782,0.8107,0.8782,0.8107
2000-05-09,,,0.8457,0.77875
2000-05-10,,,0.8306,0.7655000000000001
2000-05-11,0.783,0.7203,0.783,0.7203
2000-05-12,,,0.8745499999999999,0.81815
2000-05-13,,,0.8427666666666666,0.7777833333333334
2000-05-14,0.9661,0.916,0.9661,0.916
2000-05-15,,,0.7792,0.6970500000000001
2000-05-16,0.5923,0.4781,0.5923,0.4781
2000-05-17,,,0.7586,0.6829000000000001
2000-05-18,0.9249,0.8877,0.9249,0.8877
2000-05-19,0.8935,0.8184,0.8935,0.8184
2000-05-20,,,0.8947,0.82755
2000-05-21,,,0.8947,0.82755
2000-05-22,,,0.8935,0.8184
2000-05-23,0.8959,0.8367,0.8959,0.8367
2000-05-24,0.8882,0.816,0.8882,0.816
2000-05-25,,,0.8867,0.8102499999999999
2000-05-26,0.8852,0.8045,0.8852,0.8045
2000-05-27,0.9119,0.8608,0.9119,0.8608
2000-05-28,0.8784,0.7997,0.8784,0.7997
2000-05-29,,,0.8689023809523809,0.7921357142857142
2000-05-30,,,0.8784,0.7997
2000-05-31,,,0.8422166666666667,0.7568
2000-06-01,,,0.84875,0.7575
2000-06-02,0.7995,0.7132,0.7995,0.7132
2000-06-03,,,0.84875,0.7575
2000-06-04,0.898,0.8018,0.898,0.8018
2000-06-05,,,0.84845,0.74635
2000-06-06,0.7989,0.6909,0.7989,0.6909
2000-06-07,0.714,0.6053,0.714,0.6053
2000-06-08,0.7481,0.6537,0.7481,0.6537
2000-06-09,0.6754,0.5646,0.6754,0.5646
2000-06-10,0.4106,0.3608,0.4106,0.3608
2000-06-11,,,0.4106,0.3608
2000-06-12,,,0.2697333333333333,0.2632666666666667
2000-06-13,0.2551,0.2518,0.2551,0.2518
2000-06-14,0.1435,0.1772,0.1435,0.1772
2000-06-15,,,0.2081,0.22044999999999998
2000-06-16,0.2727,0.2637,0.2727,0.2637
2000-06-17,,,0.18645,0.20784999999999998
2000-06-18,0.1002,0.152,0.1002,0.152
2000-06-19,0.1237,0.1518,0.1237,0.1518
2000-06-20,0.133,0.1893,0.133,0.1893
2000-06-21,,,0.12050000000000001,0.17049999999999998
