system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2000_interpolate,2001_interpolate,2002_interpolate,2003_interpolate,2004_interpolate,2005_interpolate,2006_interpolate,2007_interpolate,2008_interpolate,2009_interpolate,2010_interpolate,2011_interpolate,2012_interpolate,2013_interpolate,2014_interpolate,2015_interpolate,2016_interpolate,2017_interpolate,2018_interpolate,2019_interpolate,2020_interpolate,2021_interpolate,2022_interpolate,2000_phenology,2001_phenology,2002_phenology,2003_phenology,2004_phenology,2005_phenology,2006_phenology,2007_phenology,2008_phenology,2009_phenology,2010_phenology,2011_phenology,2012_phenology,2013_phenology,2014_phenology,2015_phenology,2016_phenology,2017_phenology,2018_phenology,2019_phenology,2020_phenology,2021_phenology,2022_phenology
01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-03,,,,,,,,,,,0.0363857142857142,,,,,,,,,,0.0471666666666666,,,,,,,,,,,,,0.0363857142857142,,,,,,,,,,0.0471666666666666,,,,,,,,,,,,,,,,,,,,,,,,,
02-04,,,,,,,,,,,,,,,,0.4934,,,,,,0.03155,,,,,,,,,,,,,,,,,0.4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05,,,,,,,,0.3718222222222222,,0.4850555555555556,,0.0375166666666666,0.4890444444444444,0.5096111111111111,,,0.6007111111111111,0.4119888888888889,0.56175,,,,0.5833555555555555,,,,,,,,0.3718222222222222,,0.4850555555555556,0.2895650793650793,0.0375166666666666,0.4890444444444444,0.5096111111111111,,0.4881875,0.6007111111111111,0.4119888888888889,0.56175,,0.5185111111111111,,0.5833555555555555,,,,,,,,,,,,,,,,,,,,,,,
02-06,,,0.6304,0.4038333333333333,0.4764066666666666,0.5891538461538461,0.4321555555555555,,0.4075666666666667,,0.5427444444444445,,,0.5400375,0.4523944444444444,0.482975,,,,0.5630388888888889,0.5185111111111111,,0.8017714285714286,,,0.6304,0.4038333333333333,0.4764066666666666,0.5891538461538461,0.4321555555555555,0.5466166666666666,0.4075666666666667,0.6769861111111111,0.5427444444444445,0.2812916666666666,0.53285,0.5400375,0.4523944444444444,0.482975,0.5026277777777777,,0.6560308823529412,0.5630388888888889,0.5185111111111111,0.4421916666666666,0.8017714285714286,,,,,,,,,,,,,,,,,,,,,,,
02-07,,0.8293111111111111,,0.8793,0.8698222222222223,0.7049,0.8474833333333334,0.7214111111111111,,0.8689166666666667,,0.5250666666666667,0.5766555555555556,0.9314916666666668,0.7977266666666667,0.6437111111111111,0.4045444444444444,,0.7503117647058823,0.8433611111111111,0.5187444444444445,,0.5176666666666667,,0.8293111111111111,,0.8793,0.8698222222222223,0.7049,0.8474833333333334,0.7214111111111111,,0.8689166666666667,0.4749861111111111,0.5250666666666667,0.5766555555555556,0.9314916666666668,0.7977266666666667,0.6437111111111111,0.4045444444444444,0.6588,0.7503117647058823,0.8433611111111111,0.5187444444444445,0.5781561111111111,0.5176666666666667,,,,,,,,,,,,,,,,,,,,,,,
02-08,,0.7624,,0.4809785714285714,0.9010111111111112,,,0.8100888888888889,,0.7928,,,0.8199777777777778,0.7032583333333333,0.8038277777777778,,0.81888,0.6588,,,0.7239,0.8528333333333333,,,0.7624,0.56145,0.4809785714285714,0.9010111111111112,0.6942999999999999,0.5696444444444445,0.8100888888888889,0.5317333333333334,0.7928,0.4975722222222222,0.4542472222222222,0.8199777777777778,0.7032583333333333,0.8038277777777778,0.71065,0.81888,0.6588,,0.8433611111111111,0.7239,0.8528333333333333,0.6999904761904762,,,,,,,,,,,,,,,,,,,,,,,
02-09,,0.5685333333333333,,,,0.6837,,0.7736722222222222,,0.8976722222222222,,,0.8782611111111112,,0.7824944444444445,0.7775888888888889,,0.81115,,,,0.8183111111111111,,,0.5685333333333333,0.56145,0.5050008241758241,0.7123005555555556,0.6837,0.708563888888889,0.7736722222222222,0.5929300000000002,0.8976722222222222,0.5342888888888889,0.5563833333333333,0.8782611111111112,0.7689513888888888,0.7824944444444445,0.7775888888888889,0.81888,0.81115,,0.8614805555555556,,0.8183111111111111,0.7805333333333333,,,,,,,,,,,,,,,,,,,,,,,
02-10,,0.4019222222222222,0.4925,0.5290230769230769,0.52359,,0.5696444444444445,0.3844888888888889,0.6559,0.7850944444444444,0.4524,0.5563833333333333,,0.8346444444444444,0.8189833333333333,,,0.75985,,0.8796,,0.7458944444444444,0.7805333333333333,,0.4019222222222222,0.4925,0.5290230769230769,0.52359,0.6632027777777777,0.5696444444444445,0.3844888888888889,0.6559,0.7850944444444444,0.4524,0.5563833333333333,0.761893479614068,0.8346444444444444,0.8189833333333333,0.7311333333333333,0.8330401346801347,0.75985,,0.8796,,0.7458944444444444,0.7805333333333333,,,,,,,,,,,,,,,,,,,,,,,
02-11,,,,,0.8133166666666667,,,0.7736666666666666,0.684725,0.6695411764705882,,0.6114,,,0.7292388888888889,,0.8622222222222222,0.52390625,,,,0.8373222222222222,0.8337777777777777,,0.626611111111111,,0.6008894485144486,0.8133166666666667,0.6632027777777777,0.5938847222222223,0.7736666666666666,0.684725,0.6695411764705882,0.5342888888888889,0.6114,0.8673333333333333,0.8100055555555555,0.7292388888888889,0.7849199074074074,0.8622222222222222,0.52390625,0.6560308823529412,0.8327283333333334,0.6213222222222222,0.8373222222222222,0.8337777777777777,,,,,,,,,,,,,,,,,,,,,,,
02-12,,0.8513,,,0.5185555555555555,,,,,,0.6161777777777778,,,0.7853666666666667,0.85925,0.7311333333333333,0.8180181818181818,0.7512285714285715,,,,0.7565777777777778,0.7867055555555555,,0.8513,,0.67025,0.5185555555555555,0.6278041666666667,0.618125,0.6231045165945166,0.684725,0.5597705882352941,0.6161777777777778,0.7057,0.7908432461873639,0.7853666666666667,0.85925,0.7311333333333333,0.8180181818181818,0.7512285714285715,0.5926659586056645,0.8196000000000001,0.6500261904761905,0.7565777777777778,0.7867055555555555,,,,,,,,,,,,,,,,,,,,,,,
02-13,,,,0.7686444444444445,0.8244833333333333,,0.618125,,,0.45,,0.8,,0.7844833333333333,0.7388388888888888,0.8460375,,0.7732555555555556,,,,,0.445,,0.626611111111111,,0.7686444444444445,0.8244833333333333,0.6420392857142857,0.618125,0.6078,0.7563625,0.45,0.5342888888888889,0.8,0.8048222222222222,0.7844833333333333,0.7388388888888888,0.8460375,0.8180181818181818,0.7732555555555556,0.625724074074074,0.7682918181818182,0.7239,0.8250222222222222,0.445,,,,,,,,,,,,,,,,,,,,,,,
02-14,,,,0.67025,,0.6116083333333333,0.7833923076923077,,0.828,0.6619777777777778,,0.7835,0.8673333333333333,,0.7473916666666667,0.7485,,0.768675,,0.7596,,0.8934666666666666,0.7778222222222222,,0.6267944444444444,,0.67025,0.7653944444444445,0.6116083333333333,0.7833923076923077,0.6517874603174603,0.828,0.6619777777777778,0.534037037037037,0.7835,0.8673333333333333,0.7889275694444444,0.7473916666666667,0.7485,0.8105801346801346,0.768675,0.6478670642701525,0.7596,0.7695916666666666,0.8934666666666666,0.7778222222222222,,,,,,,,,,,,,,,,,,,,,,,
02-15,,,,,,,0.8475111111111111,,,,,,0.626935294117647,,0.7485555555555555,,,0.7776,,,,,,,0.5450277777777778,,0.582913888888889,0.7999905092592593,0.6278041666666667,0.8475111111111111,0.6078,0.7686250661375661,0.7290241830065359,0.5342888888888889,0.6991333333333333,0.626935294117647,0.7830885416666666,0.7485555555555555,0.7588305555555556,0.7847590909090909,0.7776,0.6478670642701525,0.623059090909091,0.7239,0.7599387500000001,0.6149555555555556,,,,,,,,,,,,,,,,,,,,,,,
02-16,,0.4022888888888889,,0.4955777777777778,0.7653944444444445,,0.8117823529411765,,,0.7960705882352941,,,,,,0.7691611111111111,,,0.4741111111111111,,,,,,0.4022888888888889,,0.4955777777777778,0.7653944444444445,0.6361555555555556,0.8117823529411765,0.6049955555555555,0.828,0.7960705882352941,0.6152314814814815,0.6991333333333333,0.7158787581699346,0.7858297916666667,0.7473916666666667,0.7691611111111111,0.7687348765432098,0.7688617535903252,0.4741111111111111,0.7596,0.723074068061568,0.7393645833333333,0.6995907407407408,,,,,,,,,,,,,,,,,,,,,,,
02-17,,,,0.7347111111111111,0.8100937500000001,0.644,0.8174166666666667,,,0.6143222222222222,,,0.8048222222222222,0.78169375,,0.6311166666666667,0.7515,,,0.4865181818181818,,,0.6149555555555556,,0.5450277777777778,,0.7347111111111111,0.8100937500000001,0.644,0.8174166666666667,0.6078,0.7651629629629629,0.6143222222222222,0.6161777777777778,0.6152142857142857,0.8048222222222222,0.78169375,0.731759302832244,0.6311166666666667,0.7515,0.768675,0.553575,0.4865181818181818,0.7258363636363636,0.7492651041666667,0.6149555555555556,,,,,,,,,,,,,,,,,,,,,,,
02-18,,,,0.7499333333333333,,0.6361555555555556,,,,0.5090111111111111,,,0.5258333333333334,0.8337,0.6692823529411764,,,,,0.8004,,0.5852625,,,0.5450277777777778,,0.7499333333333333,0.7653944444444445,0.6361555555555556,0.7920444444444444,0.6248816883116883,0.789927619047619,0.5090111111111111,0.6206795716266305,0.6872692426970789,0.5258333333333334,0.8337,0.6692823529411764,0.6399250000000001,0.7470096240179575,0.7755981481481481,0.625724074074074,0.8004,0.7334655733155734,0.5852625,0.7059944444444445,,,,,,,,,,,,,,,,,,,,,,,
02-19,,0.6877666666666666,,0.7490444444444444,,,,,0.8334,,0.4515833333333333,0.5139,0.5033444444444445,0.7461833333333333,0.77744,0.6487333333333334,,,0.6330388888888889,0.6674888888888889,0.777025,0.7789666666666667,0.7970333333333334,,0.6877666666666666,,0.7490444444444444,0.7643651157407407,0.6024090277777778,0.6772496732026144,0.6078,0.8334,0.5546388888888889,0.4515833333333333,0.5139,0.5033444444444445,0.7461833333333333,0.77744,0.6487333333333334,0.7195833333333332,0.7776,0.6330388888888889,0.6674888888888889,0.777025,0.7789666666666667,0.7970333333333334,,,,,,,,,,,,,,,,,,,,,,,
02-20,,,,0.7832,,0.5686625,,0.6078,0.6340888888888889,0.6002666666666667,0.7779333333333334,0.6152142857142857,0.7599333333333333,0.7925583333333334,0.5632307692307692,,,0.767,0.7700222222222222,0.7993888888888889,0.80785,,,,0.5994133597883599,,0.7832,0.752146875,0.5686625,0.7920444444444444,0.6078,0.6340888888888889,0.6002666666666667,0.7779333333333334,0.6152142857142857,0.7599333333333333,0.7925583333333334,0.5632307692307692,0.7234527777777777,0.7279685185185185,0.767,0.7700222222222222,0.7993888888888889,0.80785,0.6585979166666667,0.6883351851851852,,,,,,,,,,,,,,,,,,,,,,,
02-21,,,,,,0.8303,,0.43352,0.7736285714285714,,,0.8686875000000001,0.7233833333333334,,0.7574923076923077,0.7981722222222222,,0.7821944444444444,0.7974666666666667,0.65585,0.6960555555555555,,,,0.6675222222222222,,0.7797023148148149,0.753688125,0.8303,0.6271816993464051,0.43352,0.7736285714285714,0.6968656862745098,0.6877714285714286,0.8686875000000001,0.7233833333333334,0.7505180555555555,0.7574923076923077,0.7981722222222222,0.7447388888888888,0.7821944444444444,0.7974666666666667,0.65585,0.6960555555555555,0.6987208333333333,0.7970333333333334,,,,,,,,,,,,,,,,,,,,,,,
02-22,,,,,,0.8198,0.40255,,,0.793464705882353,,0.7152352941176471,0.53165,0.7084777777777778,0.80825,,0.6876666666666666,0.7899,,,0.6408,,0.5619777777777778,,0.680737962962963,,0.7832,0.753688125,0.8198,0.40255,0.62424,0.789927619047619,0.793464705882353,0.732852380952381,0.7152352941176471,0.53165,0.7084777777777778,0.80825,0.7981722222222222,0.6876666666666666,0.7899,0.7862522222222222,0.724225,0.6408,0.6987208333333333,0.5619777777777778,,,,,,,,,,,,,,,,,,,,,,,
02-23,,,,0.8068625,0.6942,0.8166055555555556,0.7920444444444444,,0.8062266666666666,0.6187666666666667,0.6877714285714286,0.7492333333333333,,,,,,0.7944529411764706,,0.7926,,0.618475,0.8206111111111112,,0.686925,,0.8068625,0.6942,0.8166055555555556,0.7920444444444444,0.5653444444444444,0.8062266666666666,0.6187666666666667,0.6877714285714286,0.7492333333333333,0.6469625,0.7505180555555555,0.795215,0.8058055555555556,0.7447388888888888,0.7944529411764706,0.8427333333333333,0.7926,0.7277727272727272,0.618475,0.8206111111111112,,,,,,,,,,,,,,,,,,,,,,,
02-24,,0.6675222222222222,,0.7769222222222222,,,0.4539,0.8314,0.7745666666666666,0.8120444444444445,,0.7532055555555556,0.762275,,0.78218,0.8240111111111111,0.8018111111111111,0.6120733333333334,,0.81263,0.8147454545454546,,,,0.6675222222222222,,0.7769222222222222,0.7354,0.8198,0.4539,0.8314,0.7745666666666666,0.8120444444444445,0.5736504201680672,0.7532055555555556,0.762275,0.7519674074074074,0.78218,0.8240111111111111,0.8018111111111111,0.6120733333333334,0.8190933333333333,0.81263,0.8147454545454546,0.6987208333333333,0.8260333333333334,,,,,,,,,,,,,,,,,,,,,,,
02-25,0.4396,0.686925,,0.7194444444444444,0.7766,,,0.5653444444444444,0.806275,0.8075,,0.7652555555555556,0.7912555555555556,0.80713,0.7881111111111111,0.7952333333333333,,0.7900555555555555,0.888,0.7745588235294117,,,0.8314555555555556,0.4396,0.686925,,0.7194444444444444,0.7766,0.8196361111111111,0.4550666666666667,0.5653444444444444,0.806275,0.8075,0.5827924836601307,0.7652555555555556,0.7912555555555556,0.80713,0.7881111111111111,0.7952333333333333,0.7447388888888888,0.7900555555555555,0.888,0.7745588235294117,0.7989363636363636,0.7173375,0.8314555555555556,,,,,,,,,,,,,,,,,,,,,,,
02-26,,,,0.7075222222222223,0.8377,,0.4562333333333333,0.58745,0.7871416666666666,0.7898933333333333,0.4595294117647058,0.76075,0.7821333333333333,0.7402944444444445,,0.8202277777777778,,0.7710722222222223,0.7914666666666667,0.82835,0.7831272727272727,,0.8217888888888889,0.6067055555555556,0.7543680555555556,,0.7075222222222223,0.8377,0.8166055555555556,0.4562333333333333,0.58745,0.7871416666666666,0.7898933333333333,0.4595294117647058,0.76075,0.7821333333333333,0.7402944444444445,0.5923694444444445,0.8202277777777778,0.7965925925925926,0.7710722222222223,0.7914666666666667,0.82835,0.7831272727272727,0.7173375,0.8217888888888889,,,,,,,,,,,,,,,,,,,,,,,
02-27,0.7738111111111111,0.8218111111111112,,,0.7187625,0.8226666666666667,,,0.3946,0.7853055555555556,,0.8274611111111111,0.6113,0.7946444444444445,0.3966277777777778,,0.7398777777777777,0.80665,0.7758,,0.5207588235294118,,0.8224166666666667,0.7738111111111111,0.8218111111111112,,0.7458966666666667,0.7187625,0.8226666666666667,0.4311444444444444,0.6619916666666668,0.3946,0.7853055555555556,0.5827924836601307,0.8274611111111111,0.6113,0.7946444444444445,0.3966277777777778,0.7841622222222222,0.7398777777777777,0.80665,0.7758,0.7009683333333334,0.5207588235294118,0.7360433333333333,0.8224166666666667,,,,,,,,,,,,,,,,,,,,,,,
02-28,,0.7839777777777778,,,0.5547,0.5517,0.4060555555555555,,0.8063777777777777,0.6517666666666667,0.7060555555555555,0.7476055555555555,,0.8081333333333334,,,0.8480888888888889,0.7740611111111111,0.7164888888888888,0.5735866666666667,0.52722,0.8162,0.8043611111111111,0.6931092592592593,0.7839777777777778,,0.7443722222222222,0.5547,0.5517,0.4060555555555555,0.6619916666666668,0.8063777777777777,0.6517666666666667,0.7060555555555555,0.7476055555555555,0.6523537037037037,0.8081333333333334,0.4711555555555555,0.7671888888888889,0.8480888888888889,0.7740611111111111,0.7164888888888888,0.5735866666666667,0.52722,0.8162,0.8043611111111111,,,,,,,,,,,,,,,,,,,,,,,
02-29,,,,,0.7580384615384615,,,,0.7950294117647059,,,,,,,,,,,,0.8243222222222222,,,0.7363111111111111,0.6613,,0.7581711111111111,0.7580384615384615,0.7336022222222222,0.4777777777777777,0.6992625000000001,0.7950294117647059,0.7072305555555556,0.7632944444444445,0.7835916666666667,0.6113,0.8288527777777778,0.5601111111111111,0.7804644444444445,0.8563652777777777,0.7766916666666667,0.7725163194444444,0.7012700000000001,0.8243222222222222,0.7687154629629629,0.8197611111111112,,,,,,,,,,,,,,,,,,,,,,,
03-01,0.6988111111111112,0.5386222222222222,0.8098555555555556,0.7812222222222222,0.58235,,0.5495,0.7365333333333334,0.7861444444444444,0.7626944444444445,0.8205333333333333,0.8195777777777777,0.5636277777777778,0.8495722222222222,0.4711555555555555,0.7141500000000001,0.8646416666666666,0.7793222222222222,0.82854375,0.8289533333333333,,,,0.6988111111111112,0.5386222222222222,0.8098555555555556,0.7812222222222222,0.58235,0.68907,0.5495,0.7365333333333334,0.7861444444444444,0.7626944444444445,0.8205333333333333,0.8195777777777777,0.5636277777777778,0.8495722222222222,0.4711555555555555,0.7141500000000001,0.8646416666666666,0.7793222222222222,0.82854375,0.8289533333333333,0.7753986111111111,0.8082,0.8126277777777778,,,,,,,,,,,,,,,,,,,,,,,
03-02,,0.8195111111111111,,0.7648555555555555,,0.82644,0.8399,,0.7856529411764706,0.8154888888888889,0.8233611111111111,0.53098,0.7856411764705883,,0.81255,0.8064,0.8259888888888889,0.7801722222222223,0.8637,0.8217375,0.726475,,0.8197611111111112,0.7383774074074074,0.8195111111111111,0.7173277777777778,0.7648555555555555,0.691575,0.82644,0.8399,0.7652531250000001,0.7856529411764706,0.8154888888888889,0.8233611111111111,0.53098,0.7856411764705883,0.8277561111111111,0.81255,0.8064,0.8259888888888889,0.7801722222222223,0.8637,0.8217375,0.726475,0.8108666666666666,0.8197611111111112,,,,,,,,,,,,,,,,,,,,,,,
03-03,,,,,0.8008,,0.7532277777777778,,0.808975,0.8022333333333334,0.8146,0.6482923076923077,0.7612294117647059,,0.4859888888888889,0.7943555555555556,0.8601555555555556,,0.7898277777777778,0.8346611111111111,0.6080444444444445,,0.8137611111111112,0.7383774074074074,0.739818728956229,0.8048125,0.7928833333333333,0.8008,0.8226666666666667,0.7532277777777778,0.7939729166666667,0.808975,0.8022333333333334,0.8146,0.6482923076923077,0.7612294117647059,0.8277561111111111,0.4859888888888889,0.7943555555555556,0.8601555555555556,0.7829118736383442,0.7898277777777778,0.8346611111111111,0.6080444444444445,0.8082,0.8137611111111112,,,,,,,,,,,,,,,,,,,,,,,
03-04,,,0.6248,0.820911111111111,,,,,,,0.6889722222222222,,0.7845888888888889,,,0.8166705882352941,0.8286444444444444,,,,0.8147818181818182,,0.8330555555555555,0.7541555555555556,0.7348666666666667,0.6248,0.820911111111111,,0.8212576944444443,0.7885338888888889,0.8000462500000001,0.810161165577342,0.8022333333333334,0.6889722222222222,0.6482923076923077,0.7845888888888889,0.80594,0.6423555555555556,0.8166705882352941,0.8286444444444444,0.7801722222222223,0.7153694444444445,0.8413865000000001,0.8147818181818182,0.7862926697530865,0.8330555555555555,,,,,,,,,,,,,,,,,,,,,,,
03-05,,,0.8048125,,,,0.82384,0.8514125,,,0.3931846153846153,,,0.80594,0.7987222222222222,0.5509777777777778,0.8719611111111111,0.7892411764705882,0.6409111111111111,,,0.8055333333333333,,0.7754055555555556,0.6976666666666667,0.8048125,0.783861111111111,,0.8945387499999999,0.82384,0.8514125,0.8244857142857143,0.6949166666666666,0.3931846153846153,0.7714641025641026,0.7971707843137256,0.80594,0.7987222222222222,0.5509777777777778,0.8719611111111111,0.7892411764705882,0.6409111111111111,0.8520805555555555,0.847140909090909,0.8055333333333333,0.76025,,,,,,,,,,,,,,,,,,,,,,,
03-06,,,,,,,0.8340363636363636,,0.8358555555555556,0.5876,0.7588,0.8271999999999999,,0.5894055555555555,,,0.7812,0.5261,0.7332444444444444,,0.8795,,0.6874444444444444,0.8095,0.8189111111111111,0.787230787037037,0.783861111111111,,0.89452575,0.8340363636363636,0.8000462500000001,0.8358555555555556,0.5876,0.7588,0.8271999999999999,0.8129944444444445,0.5894055555555555,0.7485666666666666,0.7411008315177924,0.7812,0.5261,0.7332444444444444,0.861445,0.8795,0.7655768518518519,0.6874444444444444,,,,,,,,,,,,,,,,,,,,,,,
03-07,0.8095,,,,,,,,0.8244857142857143,,0.8847,0.8389,,,0.6984111111111111,,,,,0.8695,0.74095,,,0.8095,0.7721046296296298,0.8048125,0.7880319444444444,,0.8782125,0.8072223484848484,0.8000462500000001,0.8244857142857143,0.6714810846560846,0.8847,0.8389,0.8287977777777777,0.6174652777777778,0.6984111111111111,0.7655416666666667,0.8384856676003735,0.7246303921568628,0.5593333333333332,0.8695,0.74095,0.7549604166666667,0.7807481481481481,,,,,,,,,,,,,,,,,,,,,,,
03-08,0.8391555555555555,,,,,0.9626375,0.7804083333333334,0.74868,0.9176,,0.8799666666666667,,0.8414,0.645525,,,,,0.3854222222222222,0.8504533333333333,0.8493933333333333,,,0.8391555555555555,0.7949203703703703,0.8260562499999999,0.8017261904761905,,0.9626375,0.7804083333333334,0.74868,0.9176,0.5981833333333333,0.8799666666666667,0.8361,0.8414,0.645525,0.7577388888888889,0.7418835620915033,0.8719611111111111,0.8553875,0.3854222222222222,0.8504533333333333,0.8493933333333333,0.7521363425925927,0.8778333333333334,,,,,,,,,,,,,,,,,,,,,,,
03-09,,0.7348666666666667,,0.7377888888888888,,0.8782125,,,,,0.7826,,0.83215,,0.8170666666666666,,,0.85855,,0.9005299999999999,0.8263888888888888,,0.89455,0.8567577777777778,0.7348666666666667,0.8452999999999999,0.7377888888888888,0.7839305555555556,0.8782125,0.8286891666666667,0.7629025,0.86957,0.6170175925925926,0.7826,0.8361,0.83215,0.7504,0.8170666666666666,0.6994638888888889,0.761606862745098,0.85855,0.606307264957265,0.9005299999999999,0.8263888888888888,0.7549604166666667,0.89455,,,,,,,,,,,,,,,,,,,,,,,
03-10,,0.8189111111111111,,,,0.9108,0.87697,,,,,,0.8728555555555555,0.855275,0.8159000000000001,,,0.8553875,0.8271923076923077,,0.8149,0.7043875,0.8778333333333334,0.8391555555555555,0.8189111111111111,0.8351368055555555,0.7880319444444444,0.7839305555555556,0.9108,0.87697,0.73814,0.8766751851851852,0.6170175925925926,0.8047666666666666,0.8422,0.8728555555555555,0.855275,0.8159000000000001,0.7655416666666667,0.7812,0.8553875,0.8271923076923077,0.8614761111111111,0.8149,0.7043875,0.8778333333333334,,,,,,,,,,,,,,,,,,,,,,,
