system:time_start,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
01-01,,,,,,,,,,,,,,,,,,,,,,,
01-02,,,,,,,,,,,,,,,,,,,,,,,
01-03,,,,,,,,,,,,,,,,,,,,,,,
01-04,,,,,,,,,,,,,,,,,,,,,,,
01-05,,,,,,,,,,,,,,,,,,,,,,,
01-06,,,,,,,,,,,,,,,,,,,,,,,
01-07,,,,,,,,,,,,,,,,,,,,,,,
01-08,,,,,,,,,,,,,,,,,,,,,,,
01-09,,,,,,,,,,,,,,,,,,,,,,,
01-10,,,,,,,,,,,,,,,,,,,,,,,
01-11,,,,,,,,,,,,,,,,,,,,,,,
01-12,,,,,,,,,,,,,,,,,,,,,,,
01-13,,,,,,,,,,,,,,,,,,,,,,,
01-14,,,,,,,,,,,,,,,,,,,,,,,
01-15,,,,,,,,,,,,,,,,,,,,,,,
01-16,,,,,,,,,,,,,,,,,,,,,,,
01-17,,,,,,,,,,,,,,,,,,,,,,,
01-18,,,,,,,,,,,,,,,,,,,,,,,
01-19,,,,,,,,,,,,,,,,,,,,,,,
01-20,,,,,,,,,,,,,,,,,,,,,,,
01-21,,,,,,,,,,,,,,,,,,,,,,,
01-22,,,,,,,,,,,,,,,,,,,,,,,
01-23,,,,,,,,,,,,,,,,,,,,,,,
01-24,,,,,,,,,,,,,,,,,,,,,,,
01-25,,,,,,,,,,,,,,,,,,,,,,,
01-26,,,,,,,,,,,,,,,,,,,,,,,
01-27,,,,,,,,,,,,,,,,,,,,,,,
01-28,,,,,,,,,,,,,,,,,,,,,,,
01-29,,,,,,,,,,,,,,,,,,,,,,,
01-30,,,,,,,,,,,,,,,,,,,,,,,
01-31,,,,,,,,,,,,,,,,,,,,,,,
02-01,,,,,,,,,,,,,,,,,,,,,,,
02-02,,,,,,,,,,,,,,,0.036039999999999996,,,,,,,,
02-03,,,,,,,,,,,,,,,,,0.3643888888888889,,,,,,
02-04,,,,0.21626,,,0.5438333333333333,,,,,,,,,,,0.3401,,,,,
02-05,,,,0.4977888888888889,,,,,,0.5431055555555555,0.5503666666666667,,0.40794285714285716,0.4291111111111111,,,,,,,,,
02-06,,,0.46378888888888886,,0.5518222222222222,0.6993111111111111,0.4393611111111111,,,,0.7359222222222223,0.5307222222222222,0.8716444444444444,0.34621111111111114,0.7830642857142858,0.4760388888888889,0.5205000000000001,,0.7508666666666667,,0.584123076923077,,0.5333888888888889
02-07,,0.6419222222222222,,,0.8812333333333333,,0.80848,0.7853444444444444,,0.5602,,0.8539,0.6339384615384616,,0.5909,0.5252555555555556,0.662,,,0.9005111111111112,,,0.5249230769230769
